id,name,timestamp,day_of_call,hour_of_day,wait_time,issue_category,resolution_status
4ca3ba7b-85f1-4c2b-9c87-3d6dc7fe09dd,Shannon Baker,2026-01-13 02:05:31.203929,Tuesday,2,2,Technical,False
6d80ee9e-8278-4799-afa7-c49efd83a698,Morgan Hernandez,2026-05-15 07:02:32.594732,Friday,7,10,Billing,False
6bf62d55-475c-48f9-8e92-4f18f9958100,Samantha Reynolds,2026-03-24 00:04:36.399991,Tuesday,0,10,Service,True
f44253ac-e489-4b08-b2eb-fa5a16f531a4,Sarah Hall,2026-02-01 09:59:05.599001,Sunday,9,38,Account,True
6ced6b22-4b46-468f-ba11-afe77e8f91e5,William Robinson,2026-02-25 02:15:27.958824,Wednesday,2,12,Technical,False
5bf0f2ea-8b38-4d4d-bc3d-8f39b46436ea,Maria Johnson,2026-03-18 09:56:21.032022,Wednesday,9,19,Technical,True
d1a129f7-d0ba-4db8-93e0-0bca03931931,Crystal Bowman,2026-04-03 17:57:01.161718,Friday,17,19,Technical,True
810efe3c-fce5-44eb-ac04-af90ebac2c40,Christopher Soto,2026-03-19 23:15:49.512915,Thursday,23,5,Service,False
5674e1c0-e4d0-44da-88b0-112e8f67fe21,Dennis Long,2026-04-11 19:49:00.324090,Saturday,19,4,Account,True
9fca0ca6-be16-466b-86c0-57d83427f645,Harold Davis,2026-02-27 18:15:19.735627,Friday,18,20,Service,False
d6c292b9-24c5-4796-a558-b3f32e51fbc8,Tanya King,2026-03-22 14:00:49.310957,Sunday,14,33,Billing,False
daf403bc-6a9c-4d06-9bfd-2fb9f0c49a8d,Becky Spencer,2026-02-20 10:18:43.589938,Friday,10,59,Technical,True
b1072f8a-adbd-4aca-ae91-9c466de76b04,Lauren Reyes,2026-01-04 23:53:04.630417,Sunday,23,10,Technical,True
f70a0380-cb73-49de-8b4a-89753d0a4ca9,Sarah Singh,2026-01-25 09:59:49.218900,Sunday,9,29,Billing,True
e7474523-5b94-4efa-bb1b-b60cb73309a7,Brian Stone,2026-04-18 07:47:26.055782,Saturday,7,7,Account,False
9788f62e-9d72-4138-a70f-8f7d7aa22d2c,Haley Dixon,2026-01-31 01:17:53.477219,Saturday,1,13,Billing,True
bc166dfd-b2b5-44f5-8eb2-cc5b2b33effa,Jimmy Rice,2026-05-07 13:00:43.158167,Thursday,13,40,Billing,True
ed3585fa-4458-44e4-b682-3a78a8bc339d,Tommy Chavez,2026-02-03 16:32:52.005977,Tuesday,16,28,Service,False
5041acd9-0c85-4f4d-9229-7ef972bed252,Tiffany Meyers,2026-04-15 02:57:09.855616,Wednesday,2,8,Service,False
2fde378e-0286-4dbb-88bf-eab250684007,Tammy Morgan,2026-01-18 05:40:58.456489,Sunday,5,4,Service,True
6d3220a8-1e59-493b-9025-fcfdbae27122,Katherine Taylor,2026-01-24 05:22:17.146842,Saturday,5,2,Service,False
71720d91-c99f-4f2f-a12f-ea3f9fd76a38,Ashley Herrera,2026-02-21 13:55:11.610199,Saturday,13,43,Account,False
8172ee1c-0fd9-494c-9054-b35d0c436bb7,Donald Jenkins,2026-03-06 14:50:32.871472,Friday,14,51,Account,True
ffc1db24-5513-49b1-9d74-349c9798c452,John Hall,2026-02-10 18:37:31.401129,Tuesday,18,14,Service,True
ab284aeb-f993-4cb7-aaa9-482f01165102,Samantha Francis,2026-02-04 15:58:47.768630,Wednesday,15,42,Billing,True
9d85d0e2-3a5d-49c7-99fd-4d60989f8f4c,Jeffrey Hart,2026-02-13 16:12:27.795421,Friday,16,23,Technical,False
efb6ac5e-434e-486f-a393-f52504837386,Steven Brown,2026-01-03 13:24:37.009355,Saturday,13,20,Account,True
e607485c-b481-4bdf-98b4-c215028cf145,Tiffany Torres,2026-02-02 20:57:55.935195,Monday,20,23,Billing,True
4a32f12d-5dab-4083-b0fb-fb9117461297,Daniel Meadows,2026-03-01 07:56:00.129850,Sunday,7,5,Billing,False
aae3ae79-1d40-4816-ac1f-3e1c0fe820d1,David Kennedy,2026-05-02 04:10:36.593699,Saturday,4,11,Account,False
9b730701-7309-4b43-acea-a6c89ec349e6,Victoria Duncan,2026-05-09 07:25:26.509647,Saturday,7,10,Technical,True
5eeda914-e900-4f01-b714-6f0fd22605b8,Michael Nguyen,2026-02-25 06:30:28.505032,Wednesday,6,8,Service,True
89f89aec-24ba-4e31-9263-7d2d018b80c4,Angela Cox,2026-04-27 16:18:21.086231,Monday,16,49,Billing,True
9af05e34-9669-465e-9287-eccd86c3dbd1,Melissa Mitchell,2026-04-11 16:51:13.426532,Saturday,16,12,Billing,True
c2d6ad67-19d4-486e-bb11-75d9ebc02ad5,Lori Harding,2026-05-03 03:27:38.487915,Sunday,3,6,Account,True
11efd717-669a-40dc-9d7e-1dd02b8baccd,Nicholas Mcmahon,2026-01-19 21:26:23.241215,Monday,21,14,Account,True
02d0bd4f-3173-4e20-b643-efd9569594cb,Tammy Gutierrez,2026-04-10 01:42:58.899984,Friday,1,18,Billing,True
5bce8427-5e28-427d-a596-e06bba5aabc9,Jill Glass,2026-05-01 22:18:23.093397,Friday,22,17,Service,True
1f6a6d5d-a2d1-4b00-9fa3-967c3c26c423,Eric Hall,2026-01-19 04:04:58.199137,Monday,4,15,Service,False
e25d49d3-5201-4c53-b966-adc2de4a9d84,Christina Bailey,2026-01-24 04:19:43.749121,Saturday,4,9,Technical,True
81d96b7c-973e-4edb-be1f-48517448c300,Kevin Sanchez,2026-03-22 04:10:29.847171,Sunday,4,14,Service,False
0e9f8711-a126-433b-ac60-33f3cf38bacf,Amy Jones,2026-01-05 13:00:12.149056,Monday,13,52,Service,False
6a36d680-afee-444a-a0a5-e8d752bfd46b,Melissa Armstrong,2026-02-08 14:17:21.628541,Sunday,14,25,Account,False
12013a96-e52e-4e3e-988c-222d5b0e2f3a,Stephanie Brock,2026-03-20 23:27:52.435339,Friday,23,15,Technical,True
66fadc54-0d6b-4805-9760-76b812bac5dd,Andrea Solomon,2026-04-15 05:57:20.474568,Wednesday,5,4,Billing,False
bf7830ae-49c5-4a33-bc33-26d000574e38,Pamela Guzman,2026-02-06 17:43:19.622466,Friday,17,23,Account,False
4eea061e-4b16-4ac3-950c-c046d4debc27,Jonathan Johns,2026-01-03 23:53:55.058189,Saturday,23,10,Service,True
4031e448-a90c-4446-b166-a42105fcf83d,Evan Barron,2026-04-26 07:23:57.302532,Sunday,7,5,Billing,False
cc15c781-74ff-4af1-b675-14e836dff7ea,Regina Nash,2026-04-07 01:37:47.265296,Tuesday,1,7,Technical,False
f31fcfa1-6e42-4d33-9596-49574fb4b72f,Jeremy Jacobs,2026-05-18 00:59:48.680798,Monday,0,15,Billing,False
65e2b66d-fdf4-4e8c-b08b-e4cb2912d6ae,Amy Sampson,2026-02-13 02:00:02.849878,Friday,2,22,Technical,False
ae8bbccd-e540-48b0-a71a-23dc843b2900,Jeremy Adams,2026-04-02 00:58:17.058490,Thursday,0,14,Technical,False
8ac75678-5f5f-4f36-9d51-f2b269d09b77,Beth Singh,2026-04-18 16:08:02.281115,Saturday,16,31,Account,False
64d5841a-69c4-4595-b889-5a7a362df4ed,Amy Willis,2026-04-08 09:25:48.579304,Wednesday,9,15,Service,True
c5f2cde8-8ca4-4391-a067-bc74789807f7,Leslie Rodriguez,2026-04-15 21:13:27.965260,Wednesday,21,8,Billing,False
42065b78-1ec1-455c-9e4f-dc7adbbe0fd6,James Beasley,2026-04-15 07:49:31.556504,Wednesday,7,13,Account,False
454b60b0-67b4-4775-9dd9-d867c6799da8,Jessica Roth,2026-03-07 05:26:37.929795,Saturday,5,11,Service,True
08ecc155-0270-48d9-ba88-1f5ecad87eb9,Shawn Brady,2026-03-14 10:07:11.019012,Saturday,10,34,Billing,True
95b986ed-0075-4f1f-89ab-73f2abd0fa76,Darlene Stevens,2026-05-13 20:59:10.129068,Wednesday,20,5,Account,False
fded7d94-5cb9-4edb-a795-1ed1bb193f18,Donna Stephenson,2026-02-19 10:27:56.508401,Thursday,10,12,Technical,True
9831f63d-a180-43b8-9bb2-c7a0207061f6,Ryan Brown,2026-05-16 17:36:09.668747,Saturday,17,12,Technical,False
b359539d-945c-49b0-8336-d20bfa4a2011,Monica Sanchez,2026-02-22 02:35:41.899272,Sunday,2,14,Account,False
515d9f20-c0d8-4de4-af3f-1a296f2343d4,Michael Hodges,2026-05-03 13:42:40.752223,Sunday,13,33,Service,False
cb598e1c-3098-430c-953d-c5808ad5bcf6,Mary Weaver,2026-04-07 14:56:33.801731,Tuesday,14,24,Billing,False
6c4793bb-5b13-4891-b202-6d500bbc650b,Jason Hernandez,2026-04-11 00:31:10.977438,Saturday,0,3,Account,True
715450c4-4e3a-4cc2-9b45-abd69362f5ce,Cheryl Liu,2026-02-06 12:49:57.787660,Friday,12,19,Service,True
84ec7768-5beb-450e-83b9-0f24b8395a93,Dustin Soto,2026-01-22 17:39:51.567794,Thursday,17,11,Billing,False
4aba9cbf-544f-4c38-8640-6925a3b0020f,William Bryan,2026-04-04 07:11:44.274043,Saturday,7,3,Account,True
678060b7-9b2f-4d98-9691-b66285879221,Henry Smith,2026-03-04 17:25:53.082483,Wednesday,17,15,Billing,True
53b9cf9a-f7a8-452d-a794-be6d2ce94976,David Daniels,2026-02-27 10:32:55.012075,Friday,10,22,Service,True
b9f19c7a-c0a9-4b61-9e96-7c3a114897b1,Austin Sharp,2026-02-13 12:46:48.280047,Friday,12,18,Technical,True
04c14da2-b229-4f76-8965-05fc8c06eaa0,Nicole Soto,2026-01-22 21:34:54.704398,Thursday,21,15,Account,True
5022bc8c-23ff-4122-a4c3-e0c2509cb905,Audrey Pennington,2026-03-13 01:21:45.289727,Friday,1,22,Technical,False
64e1cd7e-2c75-4b66-a746-d284494d4204,Dakota Deleon,2026-02-25 11:25:58.224462,Wednesday,11,33,Technical,True
3d6b919b-0f05-4f18-a3cc-1e8b38da0332,Joseph Atkins,2026-02-19 17:00:24.121184,Thursday,17,11,Billing,False
1ad24575-a8a6-4ca1-b03d-34e464d472cd,Stephanie Sanchez,2026-01-11 16:29:41.006390,Sunday,16,38,Service,False
f1bfcec2-3bef-408c-a67d-3c732dedba85,Carrie Hardy,2026-01-24 19:03:13.841282,Saturday,19,2,Service,True
cfc2f323-7023-448a-96e8-0859708d60bd,Lauren Ramirez,2026-04-07 09:55:53.864751,Tuesday,9,31,Account,False
987c40ad-39fa-4b88-982e-d3e94159748b,Jimmy Villanueva,2026-04-15 16:00:18.950399,Wednesday,16,29,Account,False
f0638a68-4b8f-4f7c-bc9d-1240a5d49e25,Jesse Adams,2026-03-30 23:32:09.801017,Monday,23,22,Technical,False
817626fb-b8d8-48ed-9739-42dd1a05b319,Kimberly Cross,2026-05-06 07:01:44.833641,Wednesday,7,3,Billing,False
895da8cb-323b-4090-bf13-2435037b023c,Angela Roberts,2026-02-24 19:20:47.485779,Tuesday,19,5,Service,True
e8d263bf-9bda-4adb-a72c-5561d6010a7f,Tiffany Yates,2026-04-20 15:55:03.855511,Monday,15,29,Service,False
c56ff0c6-8872-4c21-ab04-4b3df577a021,Rebecca Middleton,2026-03-30 11:34:48.561213,Monday,11,33,Service,False
15ceef2e-c469-400b-9f35-4b87c7c3756d,Heather Wiley,2026-02-28 06:35:35.782042,Saturday,6,3,Account,True
d04b84e3-e921-4516-a8de-3121ebde2d42,Laurie Holmes,2026-02-18 21:22:31.214107,Wednesday,21,11,Account,True
4390f250-3d90-4e55-ad7c-f4f005cfb908,Monica Wu,2026-03-23 22:23:49.658327,Monday,22,22,Billing,False
3789267b-bf51-437c-ac0b-cd255dc5a830,Pamela Evans,2026-05-15 22:57:16.708388,Friday,22,20,Billing,True
a95fa992-3097-456c-840b-f0b25b156829,Angie Garrett,2026-01-20 04:53:04.892826,Tuesday,4,13,Account,True
41113bd7-5b8b-488e-9dd8-0306a531aa9d,Jeffery Pruitt,2026-03-06 21:53:15.649049,Friday,21,22,Account,False
cb84712b-908f-4c32-9f4c-28f548b67d0b,Kenneth Zhang,2026-03-30 09:48:51.415641,Monday,9,30,Billing,True
9742c1ff-be82-4bcf-a906-be7ce42320be,David Sanchez Jr.,2026-04-18 18:32:13.028933,Saturday,18,15,Technical,False
7892c0d1-8698-4e79-aa33-f952425721d6,Heather Anderson,2026-03-02 20:11:47.411321,Monday,20,18,Account,False
502825dc-37e7-407f-839a-a80f976e8188,Debbie Phillips,2026-02-20 17:54:27.533157,Friday,17,12,Technical,False
9167daa3-4e49-4098-ab2d-72bd3e6a0b1d,Joshua Williams,2026-03-16 04:10:51.243484,Monday,4,17,Account,False
6c3184b3-6b71-4a55-8673-c7838f679eb6,Haley Roth,2026-04-22 08:17:44.211883,Wednesday,8,9,Service,True
7803e6ee-ab12-47a8-99e5-b675017fdaf9,Charles Phillips,2026-03-08 16:30:23.486195,Sunday,16,17,Technical,False
b0ad6f8d-3be4-4077-b781-f42fbece1ab9,Priscilla Hall,2026-01-14 18:07:12.382393,Wednesday,18,4,Billing,False
9b11c970-3bb2-4a2e-9eca-a14cb5aff8c9,Dawn Solomon,2026-01-26 19:16:34.618493,Monday,19,19,Billing,False
ebd9ed03-f58e-491d-8921-f713f357d151,Brooke Gill,2026-01-04 13:37:35.372322,Sunday,13,39,Service,False
83c5d36d-bc0c-4992-acf2-7cfd1ec18327,David Morris,2026-05-01 21:13:26.582558,Friday,21,22,Account,True
51dbd015-f5c3-4985-b625-c63326a4f011,Anthony Phillips,2026-01-05 23:32:20.247767,Monday,23,22,Technical,True
fb29ec8c-10ee-448d-a1cd-04a8b2b60ab3,John Lewis,2026-05-11 02:44:05.235266,Monday,2,9,Technical,False
5c3645c5-c698-420f-a56c-69dc97e5a89a,Jesse Jones,2026-01-26 20:15:31.975236,Monday,20,22,Account,False
167a7a78-d14f-4b4a-b6c7-ba46b907e1dd,Dr. Jonathan Christensen,2026-04-12 19:39:52.620471,Sunday,19,3,Account,False
9667175a-d7d2-4359-b160-2ec7098d4824,Mr. Justin Lewis,2026-04-02 11:53:18.184754,Thursday,11,16,Billing,True
fc7b2219-30bc-445d-88a3-2f41898cc35d,Daniel Martinez,2026-05-13 04:12:26.810196,Wednesday,4,3,Technical,True
aadacbe7-a9c1-4e48-bb72-c87c9e961622,Beth Bradley,2026-02-15 17:05:04.620006,Sunday,17,6,Billing,False
38c10a14-7d48-480d-9b5a-d2f0a090393b,Alison Charles,2026-02-09 22:38:17.462255,Monday,22,17,Service,True
8e50ce2a-0a81-4863-be23-371dbff46418,David Whitehead,2026-01-13 20:39:25.849250,Tuesday,20,12,Billing,False
4c636f57-db6e-435b-8951-46b23f5add9b,Miranda Gonzalez,2026-05-13 02:00:51.528433,Wednesday,2,7,Technical,True
ab054a26-d4f0-4431-838b-4830a55a76dd,Robert Hughes,2026-01-23 13:51:14.692723,Friday,13,34,Technical,True
fe39c14f-b0cb-4c87-9ce2-5d4d74f0d88f,Curtis Leblanc,2026-01-12 08:37:50.457798,Monday,8,16,Account,False
ebf396a4-29f5-45e6-8823-47bee9275fcc,Mr. Christopher Murphy,2026-03-21 20:12:08.399674,Saturday,20,11,Technical,False
2e50b826-a969-4c6b-a8b6-ceb9cdc52d82,Peter Hernandez,2026-04-22 16:11:44.927871,Wednesday,16,11,Account,True
26e8b20d-1910-48ef-942a-6b0013589c24,Nancy Moore,2026-02-23 23:48:27.647598,Monday,23,16,Technical,False
4e7e1831-0cf6-40fe-a6a7-dbdb6a5cd6c8,Michael Banks,2026-01-31 00:20:44.396385,Saturday,0,3,Service,True
630580e0-aa52-489b-8457-7d60c0a5b05c,Kelli Fischer,2026-05-03 09:22:16.471987,Sunday,9,18,Billing,False
3e8cf019-140a-41e5-9d81-3523392fbe8d,Rachael Lee,2026-02-17 10:57:23.377577,Tuesday,10,13,Account,True
40c522eb-a55a-48ad-9f65-193a2a306493,Michael Cunningham,2026-03-09 04:34:37.692569,Monday,4,24,Account,True
2eb61643-6ef0-47e5-b090-f87fef46e11b,Emily Cordova MD,2026-02-18 02:46:02.879398,Wednesday,2,14,Account,False
8ff373fa-8cda-4791-ae92-4752cf8c084c,Shannon Garcia,2026-04-11 13:46:27.646933,Saturday,13,36,Technical,True
2191ae4f-6718-4573-aa31-4330c89226ff,Matthew Frazier,2026-01-10 09:13:49.906877,Saturday,9,37,Service,True
187e3f1b-d8f6-4187-be9f-ad7c11ff274f,Devon Eaton,2026-02-13 23:18:09.536201,Friday,23,20,Account,False
621e39e0-1a13-4e9a-a562-b9e2d8a49b3b,Courtney Green,2026-02-11 23:53:32.217550,Wednesday,23,13,Billing,False
b74e5d86-fbab-4da0-9f58-34507c367be8,Benjamin Larsen,2026-04-11 02:17:58.743118,Saturday,2,7,Service,True
21084dad-8a84-4e7d-9d5e-f9139e40c4c8,Gregory Turner,2026-04-25 17:51:01.278631,Saturday,17,6,Account,True
24abc82c-9b0c-4d0f-b709-372cbb368f7e,Andrew Weaver,2026-01-23 00:40:28.943013,Friday,0,13,Service,False
483dcbe0-1afc-43e0-8fc9-3585b4c6dffd,Samuel Walton,2026-01-19 11:35:40.451288,Monday,11,43,Technical,True
d033f557-f2fb-4e36-b62b-6ccf0f5fc0a4,Michele Butler,2026-04-18 00:53:49.653993,Saturday,0,15,Technical,True
878eb65d-f7bd-4723-92e6-475788aa467a,Daisy Washington,2026-01-22 16:40:06.730105,Thursday,16,41,Service,True
97d3b54a-db48-47c6-bc8b-4c1d02adbfc3,Kayla Cardenas,2026-04-23 09:32:17.576010,Thursday,9,11,Billing,False
cd589ebd-205a-4ea8-8be6-6af6c12f67ca,Jennifer Campbell,2026-04-19 14:34:56.606349,Sunday,14,32,Technical,False
694d3bec-3b32-48e3-add1-b8013144ccde,Alexander Woodard,2026-03-13 01:00:10.884878,Friday,1,15,Account,True
c0c61775-4fd0-4c23-974c-be9b188436a5,Mark Harris,2026-04-24 07:32:51.245710,Friday,7,20,Billing,False
fe4e3fad-fac1-4b11-9dd5-da6d94126c25,Roy Fischer,2026-02-14 13:22:42.911917,Saturday,13,20,Service,False
667bac4a-5297-4dd0-872e-35e41c1a0475,Claudia Blake,2026-02-19 00:28:10.513745,Thursday,0,14,Service,True
544a980a-1846-458d-9704-0f169a8e1081,Jessica Cabrera,2026-01-08 01:21:21.546010,Thursday,1,11,Account,True
11a7c5a5-5396-43ae-a77d-14a98e086ab7,Jacqueline Arias,2026-04-18 07:47:27.484766,Saturday,7,7,Service,False
ac50fed8-70a8-4b4f-92f7-fb8a0a26db53,Heidi Fox,2026-05-06 18:06:59.053593,Wednesday,18,3,Technical,True
528b6290-c784-4296-a446-881eb3d4d60c,Jessica Smith,2026-04-16 08:41:08.640688,Thursday,8,5,Billing,False
8b9f4ad8-fc7c-4f27-830f-c72cda3befc5,Claire Long,2026-02-04 09:10:04.463266,Wednesday,9,34,Service,False
b815ae18-78df-4524-9d10-61a51422a147,Jesse Green,2026-03-09 13:22:56.779269,Monday,13,28,Technical,True
d321b1e3-5bf6-480f-9ef8-4f120a9a4a73,Michael Crosby,2026-03-23 11:54:03.727750,Monday,11,49,Billing,False
81b32e1e-a7ba-4ce6-9bc1-b59c9fce94de,Roger Sandoval,2026-01-20 06:22:58.222683,Tuesday,6,13,Technical,False
c436fa29-2bd4-4cdb-9b50-ca2f9bf1ded8,Peter Larson,2026-03-03 08:20:19.385942,Tuesday,8,7,Technical,True
974bc577-fe03-4d64-ba7c-d7ef2f74a3f6,David Robinson,2026-05-13 03:52:23.409608,Wednesday,3,12,Account,True
b989ce29-1276-47e9-8afd-afed1052447d,Brian Johnston,2026-02-09 15:05:40.193217,Monday,15,45,Account,False
a8a81bcf-f2ea-49c3-81ba-d1e0b671e6f1,Kyle Mitchell,2026-05-14 16:52:29.090154,Thursday,16,33,Service,True
60302537-5216-4d98-a7fd-268c21e70132,James Wilson,2026-01-24 08:23:07.089468,Saturday,8,13,Account,False
6add3795-f8cf-4e81-9598-fb6c685e2cfd,Joshua Wilson,2026-03-19 03:36:26.200522,Thursday,3,11,Account,False
9fdb8d8b-c191-4fba-854e-d4ccbfc0cc14,Robert Bridges,2026-04-17 06:51:19.678683,Friday,6,22,Service,False
9540d5d5-acab-4fe6-9494-c77e28a8d8b4,Linda Perez,2026-02-25 16:15:38.277217,Wednesday,16,23,Service,True
6528f3f7-b149-4cb9-934c-57049c536c91,Amanda Brown,2026-02-13 19:04:15.432686,Friday,19,18,Technical,False
ff27c6f1-fd3c-43c1-b979-737135570bed,Melissa Moore,2026-05-16 13:05:23.287851,Saturday,13,10,Technical,False
6bcbf535-41b9-4cc4-b3a6-01a757344718,Chase Dominguez,2026-05-03 19:51:31.026362,Sunday,19,5,Service,True
23b42e64-53f8-496a-a0b9-12fa6830e49b,Julie Hernandez,2026-01-21 05:43:54.981110,Wednesday,5,8,Billing,True
bb227fa4-a16e-4e09-b7cc-e050b1c2d51f,Lisa Holder,2026-01-22 14:39:12.078208,Thursday,14,21,Technical,True
efce7c7c-e26f-4941-b966-ea3e2f57effa,Kimberly Gonzalez,2026-01-31 16:20:24.668983,Saturday,16,20,Billing,False
5168fe00-858a-49c0-98f2-007306298c20,Kim Rios,2026-02-17 21:35:10.826705,Tuesday,21,10,Service,True
b5b50d15-7cff-42d4-bdbc-21967412fc3f,John Nguyen,2026-03-02 23:33:30.130557,Monday,23,17,Account,False
d6d4f72d-ee26-46ea-b626-710f8e836573,Beverly Smith,2026-03-05 13:38:16.855985,Thursday,13,39,Technical,True
4267bc77-e2df-4e0d-a220-3f6b2ee36e35,Sue Pope,2026-01-01 05:26:45.210697,Thursday,5,7,Billing,False
ddfff793-ca2a-4be7-a99a-da2904e213ec,Mitchell Scott,2026-04-06 16:27:30.886593,Monday,16,55,Billing,False
f4b616ff-5035-4aea-a4a7-37daf441464c,Nicholas Cruz,2026-02-14 04:33:46.734356,Saturday,4,11,Technical,True
4fea91ae-2972-4357-8a0c-b051a48bad0d,Shane Moore,2026-03-10 12:18:39.474015,Tuesday,12,34,Technical,True
b23f9129-8a07-477e-a389-541eb781b5eb,Deanna Perry,2026-03-10 08:52:18.233248,Tuesday,8,8,Billing,False
d2f162ec-d473-4a00-a02e-c1c0ff81ce75,Stephen Arnold,2026-04-10 18:12:40.826041,Friday,18,15,Service,False
a70d9203-937d-46cb-b662-7eeadfae8186,Elizabeth Wilson,2026-03-02 09:48:55.126902,Monday,9,32,Service,False
e3710fbf-0c1b-431b-a9af-9427a0282250,Wesley Vargas,2026-03-15 06:37:28.486880,Sunday,6,11,Account,True
a2720096-9ec2-4fc8-b306-ac6e334eca11,David Pittman,2026-04-07 17:40:46.159470,Tuesday,17,14,Account,True
0a8b01b0-2405-40e5-8dcb-819130826396,Christopher Knox,2026-02-06 19:56:51.240412,Friday,19,29,Account,False
f280f63e-3871-4792-927b-c5dc39e42ad9,Larry Scott,2026-04-11 08:21:41.922629,Saturday,8,11,Service,True
becf7a07-8498-44d4-8d27-711d41d76ea1,Brittany Brewer,2026-04-13 16:49:08.005956,Monday,16,49,Billing,True
3fbf86b3-4ee4-42e2-819d-ea9ec299d436,Eric Clarke,2026-03-23 00:25:42.222502,Monday,0,13,Billing,False
be8706ed-5308-4fc9-9757-271c8532d635,Barbara Ford,2026-04-13 17:42:59.196135,Monday,17,18,Service,True
eb4a30bd-956b-480c-8e27-991dcca9a254,Dawn Simmons,2026-03-26 19:47:11.231238,Thursday,19,14,Account,True
653790df-33ec-461e-b252-f46bf4bb890a,Stephen Wise,2026-01-30 17:07:56.105776,Friday,17,18,Account,True
a8c89fd9-6c9d-4a4a-95df-b6bb38e65e54,Mary Green,2026-02-18 12:20:56.030850,Wednesday,12,28,Service,True
c10738dc-d119-453d-8e42-3a9d384b941c,Misty Rivera,2026-01-08 04:31:57.494135,Thursday,4,10,Account,True
adf7d76e-a706-4b27-970d-4fcfc79fe39a,Dana Lopez,2026-04-21 00:34:56.255857,Tuesday,0,11,Service,True
e9c5f677-6b05-470b-8622-4e7613232f80,Daniel Hoover,2026-05-02 02:52:10.275327,Saturday,2,6,Service,False
f363b9a1-547a-46e4-bcdf-aa3cb400bd38,Diane Miller,2026-02-16 12:21:36.899476,Monday,12,31,Service,True
